strategy,query_id,query,domain,reciprocal_rank,recall_at_5,ndcg_at_10,top_result,ranked_results
bm25,neighborhoods,limites de barrios de Valencia,urban,0.5,1.0,0.6309297535714575,barris-policials-barrios-policiales,barris-policials-barrios-policiales|barris-barrios|rutas-turismo-barrio|vulnerabilidad-por-barrios|commuter-stations-in-valencia|is_sct_230322|gei-emissions-data-in-valencia|estacions-rodalia-valencia-val|google-transit-lines-stops-bus-schedules|hoteles-en-la-ciudad-de-valencia
bm25,vulnerability,vulnerabilidad social por barrios,urban,0.2,1.0,0.38685280723454163,innovacio-social-innovacion-social,innovacio-social-innovacion-social|barris-policials-barrios-policiales|barris-barrios|rutas-turismo-barrio|vulnerabilidad-por-barrios|fets-discriminatoris-hechos-discriminatorios|recursos-socials-per-a-dones|recursos-socials-dirigits-a-majors|recursos-socials-destinats-a-jovens|recursos-socials-per-a-persones-dependents
bm25,reduced_mobility_parking,aparcamientos para personas con movilidad reducida,urban,1.0,1.0,1.0,aparcaments-persones-mobilitat-reduida-aparcamientos-personas-movilidad-reducida,aparcaments-persones-mobilitat-reduida-aparcamientos-personas-movilidad-reducida|vehiculos-movilidad-personal-tipo-b|aparcaments-ora-aparcamientos-ora|aparcaments-bicicletes-aparcamientos-bicicletas|vehiculos-movilidad-personal-tipo-a|zones-mobilitat-reduida-zonas-mobilidad-reducida|aparcaments-no-regulats-aparcamientos-no-regulados|senalizacion-horizontal|google-transit-lines-stops-bus-schedules|estado-liquidacion-de-gastos
bm25,ora_parking,zonas de estacionamiento ORA,urban,1.0,1.0,1.0,aparcaments-ora-aparcamientos-ora,aparcaments-ora-aparcamientos-ora|datos-tickets-ora-resumen-2024-2025|expendedors-ora-expendedores-ora|senalizacion-horizontal|estacionament-nocturn-permes-bus-estacionamiento-nocturno-permitido-bus|zones-zas-zonas-zas|zones-mobilitat-reduida-zonas-mobilidad-reducida|zonas-verdes|zones-dactivitats-zonas-de-actividades|gardens-and-green-spaces
bm25,low_emission_zone,zona de bajas emisiones,urban,1.0,1.0,1.0,zona-de-bajas-emisiones,zona-de-bajas-emisiones|is_sct_230320|is_sct_230319|is_sct_230312|pipicans-zona-socialitzacio-canina-pipicanes-zona-socializacion-canina|arees-escolaritzacio|perimetre-camions-perimetro-camiones|zones-carrega-descarrega-zonas-carga-descarga|zones-jocs-infantils-zona-juegos-infantiles|aparcament-per-a-motos-aparcamiento-para-motos
bm25,tourism_offices,oficinas de turismo,tourism,1.0,1.0,1.0,oficinas-de-turismo,oficinas-de-turismo|rutas-turismo-barrio|recursos-turisticos|passarelles-platges-pasarelas-de-playas|talls-transit-falles|barraques-de-falles|edificaciones-industriales|monuments-turistics-monumentos-turisticos|ruta-del-patrimonio-industrial-del-grao|zones-dactivitats-zonas-de-actividades
bm25,tourist_routes,rutas turisticas por barrios,tourism,1.0,1.0,1.0,rutas-turismo-barrio,rutas-turismo-barrio|recursos-turisticos|rutas-accesibles-jardin-turia|barris-policials-barrios-policiales|barris-barrios|vulnerabilidad-por-barrios|google-transit-lines-stops-bus-schedules|estado-liquidacion-de-gastos|estats_liq_ingresos_tot_2021-22_val_clean2|expedientes_derecho_acceso_-cas-nuevo-v2
bm25,public_housing,vivienda de proteccion publica,housing,1.0,1.0,1.0,vivendes-proteccio-publica-vpp-viviendas-proteccion-publica-vpp,vivendes-proteccio-publica-vpp-viviendas-proteccion-publica-vpp|free-housing-square-meter-price|pgou-alineacions|fonts-daigua-publica-fuentes-de-agua-publica|ocupacio-via-publica-ocupacion-via-publica|bancs-en-via-publica-bancos-en-via-publica|parkings|ecoparcs-mobils-ecoparques-moviles|urinaris-urinarios|majors-mayores
bm25,electricity_consumption,consumo electrico municipal,energy,1.0,1.0,1.0,consumo-electrico-2018-2022,consumo-electrico-2018-2022|xarxa-topografica-municipal-red-topografica-municipal|arbratge-protegit-municipal-arbolado-protegido-municipal|llistat-dels-carrers|quiosc-once-quiosco-once|quioscs-premsa-quioscos-prensa|quioscs-flors-quioscos-flores|equipamients-municipals-equipamientos-municipales|caja_fija|equipaments-municipales
lsa,bike_parking,aparcamientos para bicicletas,mobility,1.0,1.0,1.0,aparcaments-bicicletes-aparcamientos-bicicletas,aparcaments-bicicletes-aparcamientos-bicicletas|aparcaments-ora-aparcamientos-ora|aparcaments-no-regulats-aparcamientos-no-regulados|aparcament-per-a-motos-aparcamiento-para-motos|senalizacion-horizontal|car-parks-by-districts-neighborhoods|aparcaments-persones-mobilitat-reduida-aparcamientos-personas-movilidad-reducida|expendedors-ora-expendedores-ora|datos-tickets-ora-resumen-2024-2025|valenbisi-disponibilitat-valenbisi-dsiponibilidad
lsa,bike_sharing,disponibilidad de bicicletas Valenbisi,mobility,1.0,1.0,1.0,valenbisi-disponibilitat-valenbisi-dsiponibilidad,valenbisi-disponibilitat-valenbisi-dsiponibilidad|aparcaments-bicicletes-aparcamientos-bicicletas|aparcaments-persones-mobilitat-reduida-aparcamientos-personas-movilidad-reducida|aparcaments-ora-aparcamientos-ora|is_sct_230308|is_sct_230314|carregadors-vehicles-electrics-cargadores-vehiculos-electricos|car-parks-by-districts-neighborhoods|aparcaments-no-regulats-aparcamientos-no-regulados|ecoparcs-mobils-ecoparques-moviles
lsa,bike_counters,conteo de bicicletas en la ciudad,mobility,1.0,0.5,0.8315546295836225,intensitat-dels-punts-de-mesura-de-bicicletes-espires-electromagnetiques,intensitat-dels-punts-de-mesura-de-bicicletes-espires-electromagnetiques|intensidad-de-los-puntos-de-medida-de-trafico-espiras-electromagneticas|valenbisi-disponibilitat-valenbisi-dsiponibilidad|aparcaments-bicicletes-aparcamientos-bicicletas|hoteles-en-la-ciudad-de-valencia|punts-mesura-bicis-espires-electromagnetiques-puntos-medida-bicis-espiras-electr|innosocial|car-parks-by-districts-neighborhoods|punts-mesura-trafic-espires-electromagnetiques-puntos-medida-trafico-espiras-ele|datos-tickets-ora-resumen-2024-2025
lsa,bus_schedule,horarios y paradas de autobus EMT,mobility,1.0,1.0,1.0,google-transit-lines-stops-bus-schedules,google-transit-lines-stops-bus-schedules|emt-travelers-2020-2022|siniestros-de-trafico-2022-2025|cameres-trafic-camaras-trafico|estat-transit-temps-real-estado-trafico-tiempo-real|consumo-electrico-2018-2022|intensitat-transit-trams-intensidad-trafico-tramos|transferencias-corrientes-a-nivel-autonomico|emt|transferencias-corrientes
lsa,cycling_routes,itinerarios y rutas ciclistas,mobility,0.25,1.0,0.43067655807339306,rutas-accesibles-jardin-turia,rutas-accesibles-jardin-turia|rutas-turismo-barrio|recursos-turisticos|itinerarios-ciclistas-itineraris-ciclistes|ecoparcs-mobils-ecoparques-moviles|taxis|ruta-del-patrimonio-industrial-del-grao|monuments-turistics-monumentos-turisticos|aparcaments-persones-mobilitat-reduida-aparcamientos-personas-movilidad-reducida|oficinas-de-turismo
lsa,metro_stations,estaciones de metro FGV,mobility,0.25,1.0,0.43067655807339306,estacions-de-soroll-estaciones-de-ruido,estacions-de-soroll-estaciones-de-ruido|dades-diaries-de-l-ultim-mes-de-les-estacions-de-soroll|estacions-de-soroll-monitoritzacio-zas-estaciones-de-ruido-monitorizacion-zas|fgv-estacions-estaciones|localitzacions-de-les-estacions-de-sorolls|estacions-atmosferiques-estaciones-atmosfericas|estacions-rodalia-valencia-val|fgv-bocas|estacions-contaminacio-atmosferiques-estaciones-contaminacion-atmosfericas|commuter-stations-in-valencia
lsa,air_quality,datos historicos de calidad del aire,environment,0.5,1.0,0.6309297535714575,rvvcca_d_horarios_2016-2020,rvvcca_d_horarios_2016-2020|hourly-air-quality-data-since-2016|rvvcca_d_horarios_2021-2022|catalogo-rural-lineas|catalogo-urbano|catalogo-rural|servicios-e-instalaciones|velocitat-carrers-velocidad-calles|xarxa-de-vigilancia-de-la-contaminacio-atmosferica|apoyo-propuestas-decidimvlc
lsa,pollution_stations,estaciones de contaminacion atmosferica,environment,0.1111111111111111,0.0,0.3010299956639812,dades-de-l-estacio-de-contaminacio-atmosferica-de-moli-del-sol-3a,dades-de-l-estacio-de-contaminacio-atmosferica-de-moli-del-sol-3a|dades-de-l-estacio-de-contaminacio-atmosferica-centre-8a|dades-de-l-estacio-de-contaminacio-atmosferica-de-pista-de-silla-4a|dades-de-l-estacio-de-contaminacio-atmosferica-de-vivers-5a|dades-de-l-estacio-de-contaminacio-atmosferica-d-avda-franca-6a|dades-de-l-estacio-de-contaminacio-atmosferica-de-boulevar-sud-7a|datos-de-la-estacion-de-contaminacion-atmosferica-de-universidad-politecnica-1a|xarxa-de-vigilancia-de-la-contaminacio-atmosferica|estacions-contaminacio-atmosferiques-estaciones-contaminacion-atmosfericas|estacions-atmosferiques-estaciones-atmosfericas
lsa,night_noise,mapa de ruido nocturno,environment,0.3333333333333333,1.0,0.5,mapa-soroll-lden-24-h,mapa-soroll-lden-24-h|mapa-soroll-vesprada-mapa-ruido-tarde|mapa-soroll-nit-mapa-ruido-noche|mapa-soroll-nit-23-7h|mapa-soroll-dia-7h-19h|mapa-soroll-dia-mapa-ruido-dia|mapa-soroll-vesprada-19-23h|mapa-soroll-24h-mapa-ruido-24h|estacions-de-soroll-estaciones-de-ruido|estacions-de-soroll-monitoritzacio-zas-estaciones-de-ruido-monitorizacion-zas
lsa,waste_containers,contenedores de residuos solidos,environment,1.0,1.0,1.0,contenidors-residus-solids-contenidores-residuos-solidos,contenidors-residus-solids-contenidores-residuos-solidos|contenidors-oli-usat-contenedores-aceite-usado|contenidors-de-roba-contenedores-de-ropa|localitzacio-contenidors-piles-localizacion-contenedores-pilas|contenidors-vidre-contenedores-vidrio|pipicans-zona-socialitzacio-canina-pipicanes-zona-socializacion-canina|ecoparcs-mobils-ecoparques-moviles|expendedors-ora-expendedores-ora|pago-medio-proveedores-2018-2024|papereres-papeleras
lsa,protected_trees,arbolado protegido municipal,environment,0.5,1.0,0.6309297535714575,arbratge-arbolado,arbratge-arbolado|arbratge-protegit-municipal-arbolado-protegido-municipal|free-housing-square-meter-price|xarxa-topografica-municipal-red-topografica-municipal|pilons-extraibles-bolardos-extraibles|quiosc-once-quiosco-once|illes-amb-dades-de-poblacio-manzanas-con-datos-de-poblacion|consumo-electrico-2018-2022|caja_fija|cartografia-base-vegetacio-vegetacion
lsa,neighborhoods,limites de barrios de Valencia,urban,0.125,0.0,0.31546487678572877,equipamients-municipals-equipamientos-municipales,equipamients-municipals-equipamientos-municipales|districtes-policials-distritos-policiales|vulnerabilidad-por-barrios|hoteles-en-la-ciudad-de-valencia|rutas-turismo-barrio|vias|car-parks-by-districts-neighborhoods|barris-barrios|total-castellano|districtes-distritos
lsa,vulnerability,vulnerabilidad social por barrios,urban,1.0,1.0,1.0,vulnerabilidad-por-barrios,vulnerabilidad-por-barrios|districtes-policials-distritos-policiales|recursos-socials-en-cooperacio-internacional|recursos-socials-dirigits-a-tota-la-poblacio|recursos-socials-destinats-a-jovens|is_sct_230310|barris-policials-barrios-policiales|recursos-socials-dirigits-a-majors|recursos-socials-per-a-families-menor-i-adopcions|is_sct_230323
lsa,reduced_mobility_parking,aparcamientos para personas con movilidad reducida,urban,1.0,1.0,1.0,aparcaments-persones-mobilitat-reduida-aparcamientos-personas-movilidad-reducida,aparcaments-persones-mobilitat-reduida-aparcamientos-personas-movilidad-reducida|aparcaments-ora-aparcamientos-ora|aparcaments-bicicletes-aparcamientos-bicicletas|aparcaments-no-regulats-aparcamientos-no-regulados|senalizacion-horizontal|aparcament-per-a-motos-aparcamiento-para-motos|car-parks-by-districts-neighborhoods|expendedors-ora-expendedores-ora|datos-tickets-ora-resumen-2024-2025|valenbisi-disponibilitat-valenbisi-dsiponibilidad
lsa,ora_parking,zonas de estacionamiento ORA,urban,0.2,1.0,0.38685280723454163,senalizacion-horizontal,senalizacion-horizontal|aparcaments-no-regulats-aparcamientos-no-regulados|aparcaments-bicicletes-aparcamientos-bicicletas|aparcament-per-a-motos-aparcamiento-para-motos|aparcaments-ora-aparcamientos-ora|xarxa-de-vigilancia-de-la-contaminacio-atmosferica|dades-diaries-de-l-ultim-mes-de-les-estacions-de-soroll|localitzacions-de-les-estacions-de-sorolls|valenbisi-disponibilitat-valenbisi-dsiponibilidad|datos-tickets-ora-resumen-2024-2025
lsa,low_emission_zone,zona de bajas emisiones,urban,1.0,1.0,1.0,zona-de-bajas-emisiones,zona-de-bajas-emisiones|gei-emissions-data-in-valencia|xarxa-de-vigilancia-de-la-contaminacio-atmosferica|zones-jocs-infantils-zona-juegos-infantiles|perimetre-camions-perimetro-camiones|pipicans-zona-socialitzacio-canina-pipicanes-zona-socializacion-canina|subvenciones-nominativas|total-castellano|coste-efectivo-de-los-servicios|arees-escolaritzacio
lsa,tourism_offices,oficinas de turismo,tourism,0.3333333333333333,1.0,0.5,rutas-turismo-barrio,rutas-turismo-barrio|recursos-turisticos|oficinas-de-turismo|rutas-accesibles-jardin-turia|monuments-turistics-monumentos-turisticos|passarelles-platges-pasarelas-de-playas|ruta-del-patrimonio-industrial-del-grao|edificaciones-industriales|barraques-de-falles|talls-transit-falles
lsa,tourist_routes,rutas turisticas por barrios,tourism,1.0,1.0,1.0,rutas-turismo-barrio,rutas-turismo-barrio|recursos-turisticos|rutas-accesibles-jardin-turia|oficinas-de-turismo|monuments-turistics-monumentos-turisticos|ruta-del-patrimonio-industrial-del-grao|edificaciones-industriales|passarelles-platges-pasarelas-de-playas|ruta_cabalgatareyes2023|hoteles-en-la-ciudad-de-valencia
lsa,public_housing,vivienda de proteccion publica,housing,1.0,1.0,1.0,vivendes-proteccio-publica-vpp-viviendas-proteccion-publica-vpp,vivendes-proteccio-publica-vpp-viviendas-proteccion-publica-vpp|bancs-en-via-publica-bancos-en-via-publica|panells-informatius-paneles-informativos|mobiliari-informatiu-mobiliario-informativo|urinaris-urinarios|punts-wifi-puntos-wifi|pgou-alineacions|pgou-calificacions-pgou-calificaciones|fonts-daigua-publica-fuentes-de-agua-publica|parkings
lsa,electricity_consumption,consumo electrico municipal,energy,1.0,1.0,1.0,consumo-electrico-2018-2022,consumo-electrico-2018-2022|carregadors-vehicles-electrics-cargadores-vehiculos-electricos|recarrega-vehicles-electrics-recarga-vehiculos-electricos|caja_fija|apoyo-propuestas-decidimvlc|pago-medio-proveedores-2018-2024|is_sct_230314|quioscs-premsa-quioscos-prensa|quioscs-flors-quioscos-flores|is_sct_230313
hybrid,bike_parking,aparcamientos para bicicletas,mobility,1.0,1.0,1.0,aparcaments-bicicletes-aparcamientos-bicicletas,aparcaments-bicicletes-aparcamientos-bicicletas|aparcaments-ora-aparcamientos-ora|aparcaments-no-regulats-aparcamientos-no-regulados|aparcaments-persones-mobilitat-reduida-aparcamientos-personas-movilidad-reducida|car-parks-by-districts-neighborhoods|equipamients-municipals-equipamientos-municipales|datos-tickets-ora-resumen-2024-2025|valenbisi-disponibilitat-valenbisi-dsiponibilidad|servicios-e-instalaciones|intensitat-dels-punts-de-mesura-de-bicicletes-espires-electromagnetiques
hybrid,bike_sharing,disponibilidad de bicicletas Valenbisi,mobility,1.0,1.0,1.0,valenbisi-disponibilitat-valenbisi-dsiponibilidad,valenbisi-disponibilitat-valenbisi-dsiponibilidad|aparcaments-bicicletes-aparcamientos-bicicletas|vulnerabilidad-por-barrios|car-parks-by-districts-neighborhoods|is_sct_230313|intensitat-dels-punts-de-mesura-de-bicicletes-espires-electromagnetiques|punts-mesura-bicis-espires-electromagnetiques-puntos-medida-bicis-espiras-electr|aparcaments-persones-mobilitat-reduida-aparcamientos-personas-movilidad-reducida|expedientes_derecho_acceso_-cas-nuevo-v2|aparcaments-ora-aparcamientos-ora
hybrid,bike_counters,conteo de bicicletas en la ciudad,mobility,0.3333333333333333,0.5,0.4911492931622974,aparcaments-bicicletes-aparcamientos-bicicletas,aparcaments-bicicletes-aparcamientos-bicicletas|hoteles-en-la-ciudad-de-valencia|intensitat-dels-punts-de-mesura-de-bicicletes-espires-electromagnetiques|intensidad-de-los-puntos-de-medida-de-trafico-espiras-electromagneticas|car-parks-by-districts-neighborhoods|valenbisi-disponibilitat-valenbisi-dsiponibilidad|equipamients-municipals-equipamientos-municipales|google-transit-lines-stops-bus-schedules|punts-mesura-bicis-espires-electromagnetiques-puntos-medida-bicis-espiras-electr|datos-tickets-ora-resumen-2024-2025
hybrid,bus_schedule,horarios y paradas de autobus EMT,mobility,0.5,1.0,0.6309297535714575,emt-travelers-2020-2022,emt-travelers-2020-2022|google-transit-lines-stops-bus-schedules|emt|rvvcca_d_horarios_2021-2022|rvvcca_d_horarios_2016-2020|siniestros-de-trafico-2022-2025|vulnerabilidad-por-barrios|equipaments-municipales|pago-medio-proveedores-2018-2024|hourly-air-quality-data-since-2016
hybrid,cycling_routes,itinerarios y rutas ciclistas,mobility,0.5,1.0,0.6309297535714575,rutas-accesibles-jardin-turia,rutas-accesibles-jardin-turia|itinerarios-ciclistas-itineraris-ciclistes|recursos-turisticos|rutas-turismo-barrio|expedientes_derecho_acceso_-cas-nuevo-v2|pudsar-sources|taxis|google-transit-lines-stops-bus-schedules|llistat-dels-carrers|espais-verds-espacios-verdes
hybrid,metro_stations,estaciones de metro FGV,mobility,0.5,1.0,0.6309297535714575,estacions-de-soroll-estaciones-de-ruido,estacions-de-soroll-estaciones-de-ruido|fgv-estacions-estaciones|estacions-de-soroll-monitoritzacio-zas-estaciones-de-ruido-monitorizacion-zas|fgv-bocas|estacions-atmosferiques-estaciones-atmosfericas|estacions-contaminacio-atmosferiques-estaciones-contaminacion-atmosfericas|dades-diaries-de-l-ultim-mes-de-les-estacions-de-soroll|rvvcca_d_horarios_2021-2022|rvvcca_d_horarios_2016-2020|dades-de-l-estacio-de-contaminacio-atmosferica-centre-8a
hybrid,air_quality,datos historicos de calidad del aire,environment,0.3333333333333333,1.0,0.5,rvvcca_d_horarios_2016-2020,rvvcca_d_horarios_2016-2020|rvvcca_d_horarios_2021-2022|hourly-air-quality-data-since-2016|datos-tickets-ora-resumen-2024-2025|gei-emissions-data-in-valencia|equipamients-municipals-equipamientos-municipales|servicios-e-instalaciones|velocitat-carrers-velocidad-calles|catalogo-rural-lineas|catalogo-urbano
hybrid,pollution_stations,estaciones de contaminacion atmosferica,environment,0.2,1.0,0.38685280723454163,dades-de-l-estacio-de-contaminacio-atmosferica-centre-8a,dades-de-l-estacio-de-contaminacio-atmosferica-centre-8a|datos-de-la-estacion-de-contaminacion-atmosferica-de-universidad-politecnica-1a|dades-de-l-estacio-de-contaminacio-atmosferica-de-moli-del-sol-3a|dades-de-l-estacio-de-contaminacio-atmosferica-de-vivers-5a|estacions-contaminacio-atmosferiques-estaciones-contaminacion-atmosfericas|dades-de-l-estacio-de-contaminacio-atmosferica-d-avda-franca-6a|dades-de-l-estacio-de-contaminacio-atmosferica-de-pista-de-silla-4a|dades-de-l-estacio-de-contaminacio-atmosferica-de-boulevar-sud-7a|rvvcca_d_horarios_2021-2022|rvvcca_d_horarios_2016-2020
hybrid,night_noise,mapa de ruido nocturno,environment,1.0,1.0,1.0,mapa-soroll-nit-mapa-ruido-noche,mapa-soroll-nit-mapa-ruido-noche|mapa-soroll-vesprada-mapa-ruido-tarde|mapa-soroll-dia-mapa-ruido-dia|mapa-soroll-lden-24-h|mapa-soroll-24h-mapa-ruido-24h|mapa-soroll-nit-23-7h|mapa-soroll-dia-7h-19h|estacions-de-soroll-estaciones-de-ruido|mapa-soroll-vesprada-19-23h|estacionament-nocturn-permes-bus-estacionamiento-nocturno-permitido-bus
hybrid,waste_containers,contenedores de residuos solidos,environment,1.0,1.0,1.0,contenidors-residus-solids-contenidores-residuos-solidos,contenidors-residus-solids-contenidores-residuos-solidos|localitzacio-contenidors-piles-localizacion-contenedores-pilas|contenidors-de-roba-contenedores-de-ropa|contenidors-oli-usat-contenedores-aceite-usado|contenidors-vidre-contenedores-vidrio|pago-medio-proveedores-2018-2024|gei-emissions-data-in-valencia|siniestros-de-trafico-2022-2025|dades-de-l-estacio-de-contaminacio-atmosferica-de-pista-de-silla-4a|dades-de-l-estacio-de-contaminacio-atmosferica-de-moli-del-sol-3a
hybrid,protected_trees,arbolado protegido municipal,environment,1.0,1.0,1.0,arbratge-protegit-municipal-arbolado-protegido-municipal,arbratge-protegit-municipal-arbolado-protegido-municipal|arbratge-arbolado|xarxa-topografica-municipal-red-topografica-municipal|quiosc-once-quiosco-once|caja_fija|quioscs-premsa-quioscos-prensa|quioscs-flors-quioscos-flores|equipamients-municipals-equipamientos-municipales|cartografia-base-vegetacio-vegetacion|free-housing-square-meter-price
hybrid,neighborhoods,limites de barrios de Valencia,urban,0.3333333333333333,1.0,0.5,vulnerabilidad-por-barrios,vulnerabilidad-por-barrios|rutas-turismo-barrio|barris-barrios|barris-policials-barrios-policiales|hoteles-en-la-ciudad-de-valencia|districtes-policials-distritos-policiales|vias|gei-emissions-data-in-valencia|equipamients-municipals-equipamientos-municipales|sentits-circulacio-sentidos-circulacion
hybrid,vulnerability,vulnerabilidad social por barrios,urban,1.0,1.0,1.0,vulnerabilidad-por-barrios,vulnerabilidad-por-barrios|barris-policials-barrios-policiales|recursos-socials-en-cooperacio-internacional|recursos-socials-destinats-a-jovens|recursos-socials-dirigits-a-majors|recursos-socials-dirigits-a-tota-la-poblacio|fets-discriminatoris-hechos-discriminatorios|recursos-socials-per-a-dones|recursos-socials-per-a-persones-dependents|recursos-socials-per-a-families-menor-i-adopcions
