name,title,notes,tags,groups,resource_count,formats,metadata_created,metadata_modified,license_title,portal_url,has_description,has_tags,has_license
datos-de-la-estacion-de-contaminacion-atmosferica-de-universidad-politecnica-1a,Dades de l'estació de contaminació atmosfèrica d'Universitat Politècnica (1A),"Dades diàries de l'últim mes de l'estació de contaminació atmosfèrica d'Universitat Politècnica (1A).

* Contaminant
* PM2.5.
* PM1.
* SO2.
* NO.
* NO2.
* PM10.
* NOx.
* Ozó.",(),"('Medio Ambiente',)",1,"('CSV',)",2019-12-17T09:00:01.209410,2026-06-26T08:32:25.834049,Atribución 4.0 Internacional (CC BY 4.0),https://opendata.vlci.valencia.es/dataset/datos-de-la-estacion-de-contaminacion-atmosferica-de-universidad-politecnica-1a,True,False,True
llistat-dels-carrers,Llistat dels carrers,"Llistats dels carrers del terme municipal de València.

* Codtipovia: Tipus de la via.
* Codvia : Codi de la via.
* Codviacatastro: Codi de la via per al cadastre.
* Nomoficial: Nom de la via.
* Traducnooficial: Traducció de la via.",(),"('Urbanismo e Infraestructuras',)",1,"('CSV',)",2019-12-19T13:31:51.933703,2026-06-19T10:06:21.943224,Atribución 4.0 Internacional (CC BY 4.0),https://opendata.vlci.valencia.es/dataset/llistat-dels-carrers,True,False,True
siniestros-de-trafico-2022-2025,Accidents de tràfic 2022-2025,Accidents de trànsit ocorreguts entre els anys 2022 i 2025 a la ciutat de València.,"('accidentes', 'accidents', 'siniestros', 'sinistres')",(),1,"('CSV',)",2026-05-28T11:46:22.631816,2026-06-17T12:48:27.872766,Atribución 4.0 Internacional (CC BY 4.0),https://opendata.vlci.valencia.es/dataset/siniestros-de-trafico-2022-2025,True,True,True
urban-area-by-neighborhoods,Superfície urbana per barris,Superfície classificada com SU pel PGOU 1988. En les superfícies de les taules no s'inclou: La superfície de sòls transformats per planejament de desenvolupament posteriorment a l'aprovació del PGOU i classificats com SUNP o SUP,"('suelo', 'sòl', 'urbanitzable', 'urbanizable')",(),1,"('CSV',)",2022-12-21T08:17:26.961169,2026-06-01T12:37:42.474716,Atribución 4.0 Internacional (CC BY 4.0),https://opendata.vlci.valencia.es/dataset/urban-area-by-neighborhoods,True,True,True
dades-diaries-de-l-ultim-mes-de-les-estacions-de-soroll,Dades diàries de l’últim mes de les estacions de soroll.,"Dades diàries de l’últim mes de les estacions de mesurament de soroll en via pública. Informe d’evolució mensual. Mitjanes diàries

* SPL (dBA)
* ARAGÓ
* AJUNTAMENT",(),"('Medio Ambiente',)",1,"('CSV',)",2019-12-17T08:33:53.237842,2026-05-27T11:53:11.069269,Atribución 4.0 Internacional (CC BY 4.0),https://opendata.vlci.valencia.es/dataset/dades-diaries-de-l-ultim-mes-de-les-estacions-de-soroll,True,False,True
total-castellano,Queixes i Suggeriments,"Reflecteix una recopilació de dades sobre les queixes i suggeriments presentats a l'Ajuntament de València, classificades per districtes i barris, i a partir del 16 de gener de 2020","('complaints', 'queixes', 'quejas', 'sugerencias', 'suggeriments', 'suggestions')","('Sector Público',)",1,"('CSV',)",2026-01-15T13:00:55.895886,2026-05-27T06:35:16.919465,Atribución 4.0 Internacional (CC BY 4.0),https://opendata.vlci.valencia.es/dataset/total-castellano,True,True,True
barraques-de-falles,Barraques de Falles (informació no actualitzada),Localització de les barraques que s’instal·len en el carrer en FALLES,(),"('Cultura y Ocio', 'Turismo')",8,"('CSV', 'DWG', 'GEOJSON', 'GML', 'KML', 'SHZ', 'WFS', 'WMS')",2019-12-18T12:20:47.977989,2026-05-25T10:27:02.560124,Atribución 4.0 Internacional (CC BY 4.0),https://opendata.vlci.valencia.es/dataset/barraques-de-falles,True,False,True
recibos-ibir-2025,Rebuts IBIR 2025,"Número i import del rebuts de l'Impost de Béns Immobles de naturalesa  per districte i parcel·la i segons la personalitat jurídica.

En rústica, els objectes tributaris d'un mateix contribuent s'agrupen en un únic rebut. Per tant, el que es mostra no són rebuts individuals, sinó una acumulació de parcel·les juntament amb els seus imports corresponents.","('IBIR', 'rebuts', 'recibos', 'rústica')",(),1,"('CSV',)",2026-05-21T10:15:44.440885,2026-05-21T10:23:14.990712,Atribución 4.0 Internacional (CC BY 4.0),https://opendata.vlci.valencia.es/dataset/recibos-ibir-2025,True,True,True
is_sct_230313,Número d'estacions de recàrrega de V.E.,Número d'estacions de recàrrega de vehicle elèctric,(),(),1,"('CSV',)",2024-04-24T07:56:00.687062,2026-04-27T07:08:11.898143,Atribución 4.0 Internacional (CC BY 4.0),https://opendata.vlci.valencia.es/dataset/is_sct_230313,True,False,True
t251234-daily,"Dades diàries del sensor de soroll ubicat al barri de Russafa, en el carrer Capellà Femenía, 14","Dades diàries del sensor de soroll ubicat al barri de Russafa i en concret en el carrer Capellà Femenía, 14 (T251234). La seua ubicació exacta és: 39.46227, -0.3732538.

A continuació s'explica cadascuna de les columnes del recurs.

* RecvTime: Dada proporcionat per la plataforma de ciutat VLCi. Data en què es va inserir la dada en la plataforma.
* FiwareServicePath: Dada proporcionat per la plataforma de ciutat VLCi. Servici de la plataforma VLCi a què pertany el sensor.
* EntityType: Dada proporcionat per la plataforma de ciutat VLCi. Tipus d'entitat del sensor en la plataforma VLCi.
* EntityId: Dada proporcionat per la plataforma de ciutat VLCi. Identificador únic del sensor en la plataforma VLCi.
* LAeq: Nivell sonor continu equivalent. Es defineix en la ISO 1996-2:2017 com el valor del nivell de pressió en dBA en ponderació A d'un so estable que en un interval de temps T posseïx la mateixa pressió sonora quadràtica mitja que el so que es mesura i el nivell del qual varia amb el temps. En este cas el període establert per a este sensor és d'1 minut.
* LAeq_d: És un indicador de soroll associat al dia, on al dia li corresponen 12 hores, en el període que s'estén des de les 7 fins a les 19 hores.
* LAeq_e: És un indicador del nivell sonor durant la vesprada, on a la vesprada li corresponen 4 hores, en el període que s'estén des de les 19 fins a les 23 hores.
* LAeq_n: És un indicador del nivell sonor durant la nit, on a la nit li corresponen 8 hores, en el període que s'estén des de les 23 fins a les 7 hores.
* LAeq_den: índex de soroll dia-vesprada-nit, és utilitzat per a determinar la molèstia vinculada a l'exposició al soroll.
* Dateobserved: Dia al que es refereixen les mesures.",(),"('Medio Ambiente',)",1,"('CSV',)",2020-11-26T11:30:07.942752,2026-04-21T11:32:55.398035,Atribución 4.0 Internacional (CC BY 4.0),https://opendata.vlci.valencia.es/dataset/t251234-daily,True,False,True
equipamients-municipals-equipamientos-municipales,Equipamients municipals,"Recol·lecció de totes les entitats i localitzacions dels diferents servicis que existixen a la ciutat de València. Este dataset ha sigut obtingut a partir de l'apartat Infociudad de la web municipal.

Font: Geoportal https://geoportal.valencia.es/apps/GeoportalHome/es/inicio/geodatos-abiertos

Conjunt de dades d'Alt Valor: Dades de Mobilitat","('equipament', 'equipamiento')","('Urbanismo e Infraestructuras',)",5,"('GEOJSON', 'HTML', 'JSON', 'KMZ', 'PBF')",2026-02-17T16:38:07.764575,2026-04-16T09:31:28.482011,Atribución 4.0 Internacional (CC BY 4.0),https://opendata.vlci.valencia.es/dataset/equipamients-municipals-equipamientos-municipales,True,True,True
pudsar-sources,Fonts PUSDAR,Fonts d'aigua filtrada i refrigerada,"('agua', 'aigua', 'salud', 'salut')",(),1,"('GEOJSON',)",2022-12-22T10:43:06.891702,2026-04-02T08:46:54.246906,Atribución 4.0 Internacional (CC BY 4.0),https://opendata.vlci.valencia.es/dataset/pudsar-sources,True,True,True
hourly-air-quality-data-since-2016,Dades horaris qualitat de l'aire desde 2016,"Dades horàries de qualitat de l'aire de les Estacions de la Xarxa de Vigilància de la ciutat de València des de 2016.

Estacions: Av. França, Bulevard Sud, Vaig moldre del Sol, Pista Silla, Politècnic, Vivers, Centre, Conselleria Meteo, Natzaret Meteo, Port València.

Paràmetres: PM1, PM2.5, PM10, NO, NO2, NOx, O3, SO2, CO, NH3, C7H8, C6H6, C8H10, Soroll, Velocitat vent, Direcció del vent, Temperatura, Humitat relativa, Pressió, Radiació Solar, Precipitació, Velocitat Màxima del vent.

Font: Xarxa Valenciana de Vigilància i Control de la Contaminació Atmosfèrica",(),"('Medio Ambiente', 'Salud')",3,"('CSV',)",2022-03-31T11:03:14.951898,2026-04-02T06:52:38.946885,Atribución 4.0 Internacional (CC BY 4.0),https://opendata.vlci.valencia.es/dataset/hourly-air-quality-data-since-2016,True,False,True
gei-emissions-data-in-valencia,Dades emissions GEI a València,"Dades d'emissions de gasos d'efecte d'hivernacle de la ciutat de València, desagregats per sectors, criteris i indicadors.

Paràmetre: CO₂ eq

Font: Climómetre (SITE)",(),"('Medio Ambiente', 'Salud')",3,"('CSV',)",2022-01-28T09:13:33.757530,2026-04-02T06:12:01.338684,Atribución 4.0 Internacional (CC BY 4.0),https://opendata.vlci.valencia.es/dataset/gei-emissions-data-in-valencia,True,False,True
free-housing-square-meter-price,Habitatge lliure (preu metre quadrat),"Preu per metre quadrat dels habitages lliures, a les principals ciutats, a la Comunitat Valenciana i a Espanya","('Habitatge', 'Precio', 'Preu', 'Vivienda')",(),3,"('CSV',)",2022-11-10T12:24:29.594892,2026-04-02T06:05:06.083448,Atribución 4.0 Internacional (CC BY 4.0),https://opendata.vlci.valencia.es/dataset/free-housing-square-meter-price,True,True,True
emt-travelers-2020-2022,Viatgers EMT 2020-2022,"Número de viatges en l'EMT per títol de transport i per mesos, des de gener de 2020 fin a setembre de 2022","('Autobús', 'EMT', 'Transport', 'Transporte', 'Viajes', 'Viatges')",(),3,"('CSV',)",2022-11-10T10:33:18.210501,2026-04-01T13:25:58.519389,Atribución 4.0 Internacional (CC BY 4.0),https://opendata.vlci.valencia.es/dataset/emt-travelers-2020-2022,True,True,True
summary-general-inventory-of-assets-and-rights-of-the-corporation,Resum de l’inventari general de béns i drets de la corporació,"Conté el nombre de béns que consten d’alta en l’Inventari en data l’última rectificació aprovada, relacionats per Epígrafs i Relacions.",(),"('Economía', 'Hacienda', 'Sector Público')",1,"('CSV',)",2019-12-26T13:37:52.789807,2026-04-01T12:57:25.652995,Atribución 4.0 Internacional (CC BY 4.0),https://opendata.vlci.valencia.es/dataset/summary-general-inventory-of-assets-and-rights-of-the-corporation,True,False,True
relacio-de-drets-reals,Relació de drets reals,"Relació de tots els Drets reals de titularitat municipal que es troben inventariats en data l’última rectificació aprovada (el 31 de desembre de 2015), organitzats per Districtes, i dins dels mateixos per Epígraf/Relació/número d’orde, amb expressió de la seua denominació, emplaçament i barri de situació. S’exclouen de la relació aquells béns afectes l’ús públic (com a carrers, places, parcs o jardins) i els de Relacions d’Inventari que es troben en formació.

* Noms de les columnes del CSV i descripció de cada una d’elles
* Districte: Codi del Districte associat al bé. Hi ha 19 districtes i amb el codi “FT” s’identifica Fora de Terme.
* Descripció: Descripció del districte.
* Epígraf: Número d’Epígraf (en este cas tots els béns són de l’Epígraf 2: En este cas correspon amb l’epígraf 2. Drets Reals
* Relació: Subdivisió dels béns dins de l’epígraf.
* Número Definitiu: Número correlatiu dins de l’epígraf / relació que identifica el bé
* Recau sobre: Descripció de l’emplaçament sobre el qual recau el dret.",(),"('Economía', 'Hacienda', 'Sector Público')",1,"('CSV',)",2019-12-26T13:33:41.663561,2026-04-01T12:44:10.988801,Atribución 4.0 Internacional (CC BY 4.0),https://opendata.vlci.valencia.es/dataset/relacio-de-drets-reals,True,False,True
relacio-de-bens-immobles,Relació de béns immobles,"Relació de tots els béns immobles de titularitat municipal que es troben inventariats en data l’última rectificació aprovada (el 31 de desembre de 2015), organitzats per Districtes, i dins dels mateixos per Epígraf/Relació/número d’orde, amb expressió de la seua denominació, emplaçament i barri de situació. S’exclouen de la relació aquells béns afectes l’ús públic (com a carrers, places, parcs o jardins) i els de Relacions d’Inventari que es troben en formació.

* Noms de les columnes del CSV i descripció de cada una d’elles:
* Epígraf: Classificació dels béns segons la seua naturalesa (Reglament de Béns de les Entitats Locals).
* Descripció: Descripció de l’Epígraf.
* Relació: Subdivisió dels béns dins de cada epígraf.
* Descripció: Descripció de la Relació dins de l’Epígraf.
* Num. Béns: Nombre de béns de l’Epígraf/Relació que consten d’alta en inventari a la data del supòsit.",(),"('Economía', 'Hacienda', 'Sector Público')",1,"('CSV',)",2019-12-26T13:27:02.275492,2026-04-01T12:35:54.510901,Atribución 4.0 Internacional (CC BY 4.0),https://opendata.vlci.valencia.es/dataset/relacio-de-bens-immobles,True,False,True
unemployed-women,Dones desocupades,Dones desocupades en 2020 a la ciutat de València,"('Atur', 'Dones', 'Mujeres', 'Ocupació', 'Ocupación', 'Paro')",(),1,"('CSV',)",2022-12-07T11:28:57.158688,2026-04-01T12:27:11.440138,Atribución 4.0 Internacional (CC BY 4.0),https://opendata.vlci.valencia.es/dataset/unemployed-women,True,True,True
car-parks-by-districts-neighborhoods,Aparcaments per districtes-barris,"Dades dels diferents tipus i nombre de places d'aparcament i habitants a la ciutat de València, desagregats per districtes i barris.

Paràmetres: Número places aparcament per barris i districtes, habitants per barris, habitants per districtes, habitants per franja d'edat i districtes, turismes per districtes.

Font: MESURA",(),"('Transporte',)",3,"('CSV',)",2022-01-26T11:43:03.188794,2026-04-01T11:50:05.980455,Atribución 4.0 Internacional (CC BY 4.0),https://opendata.vlci.valencia.es/dataset/car-parks-by-districts-neighborhoods,True,False,True
ingresos-y-gastos-presupuestos,Ingressos i gastos. Pressuposts de 2020 a 2025,Ingressos y gastos prevists per las pressupots dels anys 2020 a 2025,"('despeses', 'gastos', 'ingresos', 'ingressos', 'pressupostos', 'presupuestos')","('Hacienda',)",1,"('CSV',)",2026-02-05T10:24:53.984643,2026-04-01T09:07:56.981575,Atribución 4.0 Internacional (CC BY 4.0),https://opendata.vlci.valencia.es/dataset/ingresos-y-gastos-presupuestos,True,True,True
recursos-socials-per-a-minories-etniques,Recursos socials per a minories ètniques,"Recursos socials (administració pública, associacions, empreses de servicis…) en el municipi de València que presten servicis dirigits al col·lectiu de minories ètniques

* Descripción: Descripció del recurs social.
* Titularidad: Titular del recurs, si ho té.
* idnotes: Identificador que enllaça amb la guia de recursos socials.",(),"('Sociedad y Bienestar',)",8,"('CSV', 'DWG', 'GEOJSON', 'GML', 'KML', 'SHZ', 'WFS', 'WMS')",2019-12-17T10:41:52.887215,2026-04-01T06:36:39.302689,Atribución 4.0 Internacional (CC BY 4.0),https://opendata.vlci.valencia.es/dataset/recursos-socials-per-a-minories-etniques,True,False,True
recursos-socials-per-a-persones-sense-sostre,Recursos socials per a persones sense sostre,"Recursos socials (administració pública, associacions, empreses de servicis…) en el municipi de València que presten servicis dirigits al col·lectiu de persones sense sostre

* Descripción: Descripció del recurs social.
* Titularidad: Titular del recurs, si ho té.
* idnotes: Identificador que enllaça amb la guia de recursos socials.",(),"('Sociedad y Bienestar',)",8,"('CSV', 'DWG', 'GEOJSON', 'GML', 'KML', 'SHZ', 'WFS', 'WMS')",2019-12-17T10:02:14.948651,2026-04-01T06:26:58.694966,Atribución 4.0 Internacional (CC BY 4.0),https://opendata.vlci.valencia.es/dataset/recursos-socials-per-a-persones-sense-sostre,True,False,True
recursos-socials-per-a-persones-amb-malaltia-mental,Recursos socials per a persones amb malaltia mental,"Recursos socials (administració pública, associacions, empreses de servicis…) en el municipi de València que presten servicis dirigits a persones amb malaltia mental

* Descripción: Descripció del recurs social.
* Titularidad: Titular del recurs, si ho té.
* idnotes: Identificador que enllaça amb la guia de recursos socials.",(),"('Sociedad y Bienestar',)",8,"('CSV', 'DWG', 'GEOJSON', 'GML', 'KML', 'SHZ', 'WFS', 'WMS')",2019-12-17T10:47:39.969893,2026-04-01T06:14:13.342747,Atribución 4.0 Internacional (CC BY 4.0),https://opendata.vlci.valencia.es/dataset/recursos-socials-per-a-persones-amb-malaltia-mental,True,False,True
recursos-socials-per-a-persones-amb-discapacitat-sensorial,Recursos socials per a persones amb discapacitat sensorial,"Recursos socials (administració pública, associacions, empreses de servicis…) en el municipi de València que presten servicis dirigits a persones amb discapacitat sensorial

* Descripción: Descripció del recurs social.
* Titularidad: Titular del recurs, si ho té.
* idnotes: Identificador que enllaça amb la guia de recursos socials.",(),"('Sociedad y Bienestar',)",8,"('CSV', 'DWG', 'GEOJSON', 'GML', 'KML', 'SHZ', 'WFS', 'WMS')",2019-12-17T10:59:35.648523,2026-04-01T06:11:57.459735,Atribución 4.0 Internacional (CC BY 4.0),https://opendata.vlci.valencia.es/dataset/recursos-socials-per-a-persones-amb-discapacitat-sensorial,True,False,True
recursos-socials-dirigits-a-majors,Recursos socials dirigits a majors,"Recursos socials (administració pública, associacions, empreses de servicis…) en el municipi de València que presten servicis dirigits a persones majors

* Descripción: Descripció del recurs social.
* Titularidad: Titular del recurs, si ho té.
* idnotes: Identificador que enllaça amb la guia de recursos socials.",(),"('Sociedad y Bienestar',)",8,"('CSV', 'DWG', 'GEOJSON', 'GML', 'KML', 'SHZ', 'WFS', 'WMS')",2019-12-17T10:24:58.298386,2026-04-01T06:10:10.045697,Atribución 4.0 Internacional (CC BY 4.0),https://opendata.vlci.valencia.es/dataset/recursos-socials-dirigits-a-majors,True,False,True
divisio-de-les-seccions-censals-de-la-ciutat,Divisió de les seccions censals de la ciutat,"Les Seccions Censals tenen un nombre màxim de població i diverses Seccions Censals formen un Barri.

* Coddistrit: Codi de districte.
* Codsec: Codi de la secció.
* Coddistsec : Codi del districte i la secció.",(),"('Urbanismo e Infraestructuras',)",8,"('CSV', 'DWG', 'GEOJSON', 'GML', 'KML', 'SHZ', 'WFS', 'WMS')",2019-12-18T13:07:35.309581,2026-04-01T06:02:33.450229,Atribución 4.0 Internacional (CC BY 4.0),https://opendata.vlci.valencia.es/dataset/divisio-de-les-seccions-censals-de-la-ciutat,True,False,True
intensitat-dels-punts-de-mesura-de-bicicletes-espires-electromagnetiques,Intensitat dels punts de mesura de bicicletes (espires electromagnètiques),"Dades geogràfiques de punts de mesura de bicicletes (agrupació d’espires electromagnètiques) i la seua intensitat horària

* Dades Alfanumèriques:

* Angle: Angle representació del sentit de la circulació en el punt de mesura.
* Data d’actualització.
* Hora d’actualització.
* Idpm: Identificador de punt de mesura.
* Ih: Intensitat hora de vehicles (vehicles/hora)","('circulació', 'vehícle')","('Transporte',)",7,"('DWG', 'GEOJSON', 'GML', 'KML', 'SHZ', 'WFS', 'WMS')",2019-12-27T07:22:08.492755,2026-03-31T13:21:13.002656,Atribución 4.0 Internacional (CC BY 4.0),https://opendata.vlci.valencia.es/dataset/intensitat-dels-punts-de-mesura-de-bicicletes-espires-electromagnetiques,True,True,True
intensidad-de-los-puntos-de-medida-de-trafico-espiras-electromagneticas,Intensitat dels Punts de Mesura de Trànsit (Espires electromagnètiques),"Dades geogràfiques de punts de mesura de trànsit (agrupació d’espires electromagnètiques) i la seua intensitat horària

* Ángulo: Angle representació del sentit de la circulació en el punt de mesura.
* Data d’actualització.
* Hora d’actualització.
* Idpm: Identificador de punt de mesura.
* Ih: Intensitat hora de vehicles (vehicles/hora)","('circulació',)","('Transporte',)",7,"('DWG', 'GEOJSON', 'GML', 'KML', 'SHZ', 'WFS', 'WMS')",2019-12-26T10:28:38.669245,2026-03-31T13:20:57.885545,Atribución 4.0 Internacional (CC BY 4.0),https://opendata.vlci.valencia.es/dataset/intensidad-de-los-puntos-de-medida-de-trafico-espiras-electromagneticas,True,True,True
datos-tickets-ora-resumen-2024-2025,Nombre de tiquets emesos del servici ORA a València,Nombre de tiquets emesos per mesos de 2024 fins a l'actualitat del servici ORA de València,"('Easypark', 'Elparking', 'ORA', 'Telpark', 'anulació', 'anulación', 'parquímetre', 'parquímetro', 'ticket', 'tiquet')","('Transporte',)",1,"('XLSX',)",2026-02-05T12:39:08.874372,2026-03-30T10:01:22.122761,Atribución 4.0 Internacional (CC BY 4.0),https://opendata.vlci.valencia.es/dataset/datos-tickets-ora-resumen-2024-2025,True,True,True
hospitales,Hospitals i altres centres sanitaris 2024,"Localització d'hospitals i altres centres sanitaris de la ciutat de València fins a 2024

Conjunt de dades d'Alt Valor: Dades Geoespacials","('centre sanitari', 'centro sanitario', 'hospital')","('Salud',)",3,"('CSV', 'GEOJSON', 'SHP')",2026-03-24T18:46:10.285974,2026-03-24T18:51:07.261732,Atribución 4.0 Internacional (CC BY 4.0),https://opendata.vlci.valencia.es/dataset/hospitales,True,True,True
vias,Vies,"Conté la capa de Geoportal referent a les vies de circulació de València.

Font: Geoportal https://geoportal.valencia.es/apps/GeoportalHome/es/inicio/geodatos-abiertos

Conjunt de dades d'Alt Valor: Dades de Mobilitat, Dades Geoespacials","('calles', 'carrers', 'red', 'urbanisme', 'urbanismo', 'vies', 'vías', 'xarxa')","('Transporte',)",5,"('GEOJSON', 'HTML', 'JSON', 'KMZ', 'PBF')",2026-02-26T07:41:12.392200,2026-03-23T13:13:26.868894,Atribución 4.0 Internacional (CC BY 4.0),https://opendata.vlci.valencia.es/dataset/vias,True,True,True
